Entry	Entry name	Entry name	Protein names	Gene names	Organism	Gene names  (synonym )	Gene names  (primary )
B4DG84	B4DG84	b4dg84	"cDNA FLJ56432, highly similar to Homo sapiens kinase D-interacting substance of 220 kDa (KIDINS220), mRNA"		Homo sapiens (Human)		
A0A024R058	A0A024R058	a0a024r058	"NAD kinase, isoform CRA_a"	NADK hCG_2033593	Homo sapiens (Human)		NADK
F2Z2I2	F2Z2I2	f2z2i2	"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3"	PFKFB3	Homo sapiens (Human)		PFKFB3
G0XYD8	G0XYD8	g0xyd8	Ceramide kinase-like (Ceramide kinase-like isoform 9)	CERKL hCG_1776884	Homo sapiens (Human)		CERKL
Q6GY32	Q6GY32	q6gy32	Urokinase plasminogen activator receptor (Fragment)	PLAUR	Homo sapiens (Human)		PLAUR
B3KVH4	B3KVH4	b3kvh4	"cDNA FLJ16549 fis, clone PLACE7003657, highly similar to RAC-alpha serine/threonine-protein kinase (EC 2.7.11.1)"		Homo sapiens (Human)		
C9JZJ1	C9JZJ1	c9jzj1	Serine/threonine-protein kinase 17B (Fragment)	STK17B	Homo sapiens (Human)		STK17B
B6D4Y2	B6D4Y2	b6d4y2	Tyrosine-protein kinase receptor (EC 2.7.10.1)	ALK	Homo sapiens (Human)		ALK
B7Z537	B7Z537	b7z537	"cDNA FLJ59580, highly similar to Cell division protein kinase 10 (EC 2.7.11.22)"		Homo sapiens (Human)		
H0YIY6	H0YIY6	h0yiy6	Non-specific serine/threonine protein kinase (EC 2.7.11.1) (Fragment)	MARK3	Homo sapiens (Human)		MARK3
Q8N381	Q8N381	q8n381	"Phosphoinositide-3-kinase, regulatory subunit 3 (Gamma)"	PIK3R3	Homo sapiens (Human)		PIK3R3
M0QXI0	M0QXI0	m0qxi0	Fms-related tyrosine kinase 3 ligand (Fragment)	FLT3LG	Homo sapiens (Human)		FLT3LG
C9J1X3	C9J1X3	c9j1x3	Activated CDC42 kinase 1	TNK2	Homo sapiens (Human)		TNK2
B4E2S6	B4E2S6	b4e2s6	Serine/threonine-protein kinase receptor (EC 2.7.11.30)		Homo sapiens (Human)		
I3L2T9	I3L2T9	i3l2t9	Mixed lineage kinase domain-like protein (Fragment)	MLKL	Homo sapiens (Human)		MLKL
B2R9M8	B2R9M8	b2r9m8	"cDNA, FLJ94474, highly similar to Homo sapiens serine/threonine kinase 32B (STK32B), mRNA"		Homo sapiens (Human)		
F8W9F9	F8W9F9	f8w9f9	Serine/threonine-protein kinase WNK2	WNK2	Homo sapiens (Human)		WNK2
M0R3C8	M0R3C8	m0r3c8	Bifunctional polynucleotide phosphatase/kinase	PNKP	Homo sapiens (Human)		PNKP
J3QLU9	J3QLU9	j3qlu9	Receptor protein-tyrosine kinase (EC 2.7.10.1)	ERBB2	Homo sapiens (Human)		ERBB2
V9GXZ1	V9GXZ1	v9gxz1	Microtubule-associated serine/threonine-protein kinase 2 (Fragment)	MAST2	Homo sapiens (Human)		MAST2
J3QLI1	J3QLI1	j3qli1	Kinase suppressor of Ras 1 (Fragment)	KSR1	Homo sapiens (Human)		KSR1
H0Y6G2	H0Y6G2	h0y6g2	Calcium/calmodulin-dependent protein kinase type II subunit gamma (Fragment)	CAMK2G	Homo sapiens (Human)		CAMK2G
M0R0E9	M0R0E9	m0r0e9	Sphingosine kinase 2	SPHK2	Homo sapiens (Human)		SPHK2
B7Z7V7	B7Z7V7	b7z7v7	"cDNA FLJ61481, highly similar to PAS domain-containing serine/threonine-protein kinase (EC 2.7.11.1)"		Homo sapiens (Human)		
H3BTJ2	H3BTJ2	h3btj2	Pyruvate kinase PKM (Fragment)	PKM	Homo sapiens (Human)		PKM
H3BQZ3	H3BQZ3	h3bqz3	Pyruvate kinase PKM	PKM	Homo sapiens (Human)		PKM
H0YI34	H0YI34	h0yi34	Protein kinase C-binding protein NELL2 (Fragment)	NELL2	Homo sapiens (Human)		NELL2
G3V5F8	G3V5F8	g3v5f8	Protein kinase C eta type (Fragment)	PRKCH	Homo sapiens (Human)		PRKCH
Q5W125	Q5W125	q5w125	Nicotinamide riboside kinase 1	NMRK1	Homo sapiens (Human)		NMRK1
B4E3T6	B4E3T6	b4e3t6	"cDNA FLJ56405, highly similar to Epidermal growth factor receptor kinase substrate 8"		Homo sapiens (Human)		
Q5JWV1	Q5JWV1	q5jwv1	Uridine-cytidine kinase-like 1 (Fragment)	UCKL1	Homo sapiens (Human)		UCKL1
A0A087WV53	A0A087WV53	a0a087wv53	Striated muscle preferentially-expressed protein kinase	SPEG	Homo sapiens (Human)		SPEG
D6REE5	D6REE5	d6ree5	Receptor of-activated protein C kinase 1 (Fragment)	RACK1	Homo sapiens (Human)		RACK1
A0A087WZ06	A0A087WZ06	a0a087wz06	Serine/threonine-protein kinase 3	STK3	Homo sapiens (Human)		STK3
Q16716	Q16716	q16716	Pyruvate kinase (EC 2.7.1.40)		Homo sapiens (Human)		
F8VR40	F8VR40	f8vr40	Interleukin-1 receptor-associated kinase 4 (Fragment)	IRAK4	Homo sapiens (Human)		IRAK4
A0A0D9SGF2	A0A0D9SGF2	a0a0d9sgf2	"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2"	MAGI2	Homo sapiens (Human)		MAGI2
Q4LE53	Q4LE53	q4le53	Receptor protein-tyrosine kinase (EC 2.7.10.1) (Fragment)	EPHB2 variant protein	Homo sapiens (Human)		EPHB2 variant protein
A0A087WW45	A0A087WW45	a0a087ww45	Integrin-linked protein kinase	ILK	Homo sapiens (Human)		ILK
A0A0A0MQX4	A0A0A0MQX4	a0a0a0mqx4	N-terminal kinase-like protein	SCYL1	Homo sapiens (Human)		SCYL1
K7ELV1	K7ELV1	k7elv1	Mitogen-activated protein kinase 4	MAPK4	Homo sapiens (Human)		MAPK4
Q6ZT25	Q6ZT25	q6zt25	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)		Homo sapiens (Human)		
H7C560	H7C560	h7c560	Serine/threonine-protein kinase B-raf (Fragment)	BRAF	Homo sapiens (Human)		BRAF
H0Y871	H0Y871	h0y871	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform (Fragment)"	PIK3CB	Homo sapiens (Human)		PIK3CB
K7ER95	K7ER95	k7er95	Mitogen-activated protein kinase kinase kinase kinase (EC 2.7.11.1)	MAP4K1	Homo sapiens (Human)		MAP4K1
B3KQV3	B3KQV3	b3kqv3	"cDNA PSEC0253 fis, clone NT2RP3003368, highly similar to Homo sapiens phosphatidylinositol-4-phosphate 5-kinase, type II, gamma (PIP5K2C), mRNA"		Homo sapiens (Human)		
D1MAM0	D1MAM0	d1mam0	Tyrosine-protein kinase receptor (EC 2.7.10.1)	ALK	Homo sapiens (Human)		ALK
A0A075B7B4	A0A075B7B4	a0a075b7b4	Inhibitor of nuclear factor kappa-B kinase subunit epsilon	IKBKE	Homo sapiens (Human)		IKBKE
A0A090N8I0	A0A090N8I0	a0a090n8i0	FAST kinase	FASTK tcag7.769	Homo sapiens (Human)		FASTK
D6RAG5	D6RAG5	d6rag5	S-phase kinase-associated protein 2	SKP2	Homo sapiens (Human)		SKP2
A0A024R1H6	A0A024R1H6	a0a024r1h6	"LIM domain kinase 2, isoform CRA_a"	LIMK2 hCG_2010534	Homo sapiens (Human)		LIMK2
B4DJW9	B4DJW9	b4djw9	"cDNA FLJ55029, highly similar to Creatine kinase, ubiquitous mitochondrial (EC 2.7.3.2)"		Homo sapiens (Human)		
B4DV80	B4DV80	b4dv80	"cDNA FLJ58330, highly similar to Protein kinase C and casein kinase substratein neurons protein 3"		Homo sapiens (Human)		
H3BU13	H3BU13	h3bu13	Pyruvate kinase PKM (Fragment)	PKM	Homo sapiens (Human)		PKM
E9PID4	E9PID4	e9pid4	Mitogen-activated protein kinase kinase kinase 11	MAP3K11	Homo sapiens (Human)		MAP3K11
A0A0B4J1S8	A0A0B4J1S8	a0a0b4j1s8	Phosphatidylinositol 4-kinase beta	PI4KB	Homo sapiens (Human)		PI4KB
I3L1N3	I3L1N3	i3l1n3	Phosphorylase b kinase regulatory subunit beta (Fragment)	PHKB	Homo sapiens (Human)		PHKB
E9PF82	E9PF82	e9pf82	Calcium/calmodulin-dependent protein kinase type II subunit delta	CAMK2D	Homo sapiens (Human)		CAMK2D
A8K297	A8K297	a8k297	"cDNA FLJ75611, highly similar to Homo sapiens LIM domain kinase 1 (LIMK1), transcript variant 1, mRNA"		Homo sapiens (Human)		
Q59FK4	Q59FK4	q59fk4	Tyrosine-protein kinase (EC 2.7.10.2) (Fragment)		Homo sapiens (Human)		
Q53GX0	Q53GX0	q53gx0	Non-specific serine/threonine protein kinase (EC 2.7.11.1) (Fragment)		Homo sapiens (Human)		
B4DPV9	B4DPV9	b4dpv9	Phosphatidylinositol 3-kinase (EC 2.7.1.137)		Homo sapiens (Human)		
B4E359	B4E359	b4e359	"cDNA FLJ50376, highly similar to Interleukin-1 receptor-associated kinase 4 (EC 2.7.11.1)"		Homo sapiens (Human)		
A0A024R183	A0A024R183	a0a024r183	"PCTAIRE protein kinase 1, isoform CRA_b"	PCTK1 hCG_17404	Homo sapiens (Human)		PCTK1
A0A087WZU2	A0A087WZU2	a0a087wzu2	Cyclin-dependent kinase 16	CDK16	Homo sapiens (Human)		CDK16
A0A0S2Z5Y6	A0A0S2Z5Y6	a0a0s2z5y6	Uridine-cytidine kinase 1 isoform 5 (Fragment)	UCK1	Homo sapiens (Human)		UCK1
B3KVB3	B3KVB3	b3kvb3	"cDNA FLJ16332 fis, clone SYNOV2016837, highly similar to Sphingosine kinase 1 (EC 2.7.1.-)"		Homo sapiens (Human)		
A0A0A0N0M2	A0A0A0N0M2	a0a0a0n0m2	Tyrosine-protein kinase (EC 2.7.10.2)	JAK1	Homo sapiens (Human)		JAK1
J3KTD6	J3KTD6	j3ktd6	Aurora kinase B (Fragment)	AURKB	Homo sapiens (Human)		AURKB
A0A024R0H9	A0A024R0H9	a0a024r0h9	"Homeodomain interacting protein kinase 1, isoform CRA_f"	HIPK1 hCG_38644	Homo sapiens (Human)		HIPK1
C9JDG3	C9JDG3	c9jdg3	Activated CDC42 kinase 1 (Fragment)	TNK2	Homo sapiens (Human)		TNK2
I3L0W0	I3L0W0	i3l0w0	"A-kinase anchor protein 1, mitochondrial (Fragment)"	AKAP1	Homo sapiens (Human)		AKAP1
A0A0A0MRF1	A0A0A0MRF1	a0a0a0mrf1	RAC-beta serine/threonine-protein kinase (Fragment)	AKT2	Homo sapiens (Human)		AKT2
B6D4Y5	B6D4Y5	b6d4y5	Tyrosine-protein kinase receptor (EC 2.7.10.1)	ALK	Homo sapiens (Human)		ALK
H3BS02	H3BS02	h3bs02	"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial"	BCKDK	Homo sapiens (Human)		BCKDK
C9JSQ1	C9JSQ1	c9jsq1	"Creatine kinase U-type, mitochondrial (Fragment)"	CKMT1B	Homo sapiens (Human)		CKMT1B
B4DPV1	B4DPV1	b4dpv1	"cDNA FLJ51927, highly similar to Ribosomal protein S6 kinase alpha-4 (EC 2.7.11.1)"		Homo sapiens (Human)		
A0A140VKC1	A0A140VKC1	a0a140vkc1	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)		Homo sapiens (Human)		
Q8N6J3	Q8N6J3	q8n6j3	Receptor protein-tyrosine kinase (EC 2.7.10.1) (Fragment)	TYRO3	Homo sapiens (Human)		TYRO3
B7Z3B3	B7Z3B3	b7z3b3	"cDNA FLJ58488, highly similar to Diacylglycerol kinase beta (EC 2.7.1.107)"		Homo sapiens (Human)		
K7EJ32	K7EJ32	k7ej32	Sphingosine kinase 1 (Fragment)	SPHK1	Homo sapiens (Human)		SPHK1
B4DHI4	B4DHI4	b4dhi4	"cDNA FLJ60536, highly similar to Death-associated protein kinase 1 (EC 2.7.11.1)"		Homo sapiens (Human)		
B4DP56	B4DP56	b4dp56	"cDNA FLJ52237, highly similar to Creatine kinase B-type (EC 2.7.3.2)"		Homo sapiens (Human)		
A8K9L2	A8K9L2	a8k9l2	"cDNA FLJ76729, highly similar to Homo sapiens vaccinia related kinase 2 isoform 6 (VRK2) mRNA"		Homo sapiens (Human)		
H7C155	H7C155	h7c155	RAF proto-oncogene serine/threonine-protein kinase (Fragment)	RAF1	Homo sapiens (Human)		RAF1
D1MAM2	D1MAM2	d1mam2	Tyrosine-protein kinase receptor (EC 2.7.10.1)	ALK	Homo sapiens (Human)		ALK
A0A0A0MQW1	A0A0A0MQW1	a0a0a0mqw1	Kinase suppressor of Ras 1	KSR1	Homo sapiens (Human)		KSR1
E7ENQ1	E7ENQ1	e7enq1	Mitogen-activated protein kinase kinase kinase kinase 4	MAP4K4	Homo sapiens (Human)		MAP4K4
B3KU53	B3KU53	b3ku53	"cDNA FLJ39204 fis, clone OCBBF2005476, highly similar to Receptor-interacting serine/threonine-protein kinase 1 (EC 2.7.11.1)"		Homo sapiens (Human)		
F8TLW0	F8TLW0	f8tlw0	Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1)	RET	Homo sapiens (Human)		RET
B4DR56	B4DR56	b4dr56	"cDNA FLJ53457, highly similar to LIM domain kinase 2 (EC 2.7.11.1)"		Homo sapiens (Human)		
F5H4R1	F5H4R1	f5h4r1	Mitogen-activated protein kinase kinase kinase 4	MAP3K4	Homo sapiens (Human)		MAP3K4
F6TDL0	F6TDL0	f6tdl0	Phosphatidylinositol 3-kinase regulatory subunit gamma	PIK3R3	Homo sapiens (Human)		PIK3R3
D6R909	D6R909	d6r909	Receptor of-activated protein C kinase 1	RACK1	Homo sapiens (Human)		RACK1
B3KXR2	B3KXR2	b3kxr2	"cDNA FLJ45906 fis, clone OCBBF3026979, highly similar to Protein kinase C-binding protein NELL1"		Homo sapiens (Human)		
B7Z3W6	B7Z3W6	b7z3w6	Protein kinase C (EC 2.7.11.13)		Homo sapiens (Human)		
Q6NSL2	Q6NSL2	q6nsl2	Wee1-like protein kinase (EC 2.7.10.2)	WEE1	Homo sapiens (Human)		WEE1
K7EMZ6	K7EMZ6	k7emz6	cAMP-dependent protein kinase type I-alpha regulatory subunit	PRKAR1A	Homo sapiens (Human)		PRKAR1A
A0A0D9SFY9	A0A0D9SFY9	a0a0d9sfy9	"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 (Fragment)"	MAGI2	Homo sapiens (Human)		MAGI2
M0R344	M0R344	m0r344	Sphingosine kinase 2	SPHK2	Homo sapiens (Human)		SPHK2
I1Z9G4	I1Z9G4	i1z9g4	"6-phosphofructo-2-kinase/fructose-2, 6-biphosphatase 1 splice variant 2 (EC 3.1.3.46)"	PFKFB1	Homo sapiens (Human)		PFKFB1
Q17RV3	Q17RV3	q17rv3	Leucine-rich repeat kinase 2	LRRK2	Homo sapiens (Human)		LRRK2
B3KT70	B3KT70	b3kt70	"cDNA FLJ37767 fis, clone BRHIP2024911, highly similar to Homo sapiens hexokinase domain containing 1 (HKDC1), mRNA"		Homo sapiens (Human)		
H0YDJ3	H0YDJ3	h0ydj3	Serine/threonine-protein kinase PRP4 homolog (Fragment)	PRPF4B	Homo sapiens (Human)		PRPF4B
B4DM56	B4DM56	b4dm56	"cDNA FLJ58744, highly similar to Serine/threonine-protein kinase Nek11 (EC 2.7.11.1)"		Homo sapiens (Human)		
A0A090N8Y0	A0A090N8Y0	a0a090n8y0	Thiamin pyrophosphokinase 1	TPK1 tcag7.508	Homo sapiens (Human)		TPK1
A0A024RCX5	A0A024RCX5	a0a024rcx5	"Cyclin-dependent kinase inhibitor 1A (P21, Cip1), isoform CRA_a"	CDKN1A hCG_15367	Homo sapiens (Human)		CDKN1A
D6W5N0	D6W5N0	d6w5n0	"Membrane associated guanylate kinase, WW and PDZ domain containing 2, isoform CRA_b"	MAGI2 hCG_40263	Homo sapiens (Human)		MAGI2
G3V4M9	G3V4M9	g3v4m9	"Inositol 1,3,4-triphosphate 5/6 kinase, isoform CRA_c (Inositol-tetrakisphosphate 1-kinase)"	ITPK1 hCG_20056	Homo sapiens (Human)		ITPK1
Q59FF7	Q59FF7	q59ff7	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107) (Fragment)		Homo sapiens (Human)		
B4DLX6	B4DLX6	b4dlx6	"cDNA FLJ54636, highly similar to Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (EC 2.7.1.153)"		Homo sapiens (Human)		
B4DNF8	B4DNF8	b4dnf8	"cDNA FLJ57403, moderately similar to Creatine kinase M-type (EC 2.7.3.2)"		Homo sapiens (Human)		
Q59FT4	Q59FT4	q59ft4	Receptor protein-tyrosine kinase (EC 2.7.10.1) (Fragment)		Homo sapiens (Human)		
X6RAV4	X6RAV4	x6rav4	cAMP-dependent protein kinase type I-alpha regulatory subunit	PRKAR1A	Homo sapiens (Human)		PRKAR1A
U3KQB3	U3KQB3	u3kqb3	Casein kinase I isoform gamma-1	CSNK1G1	Homo sapiens (Human)		CSNK1G1
A8K1M0	A8K1M0	a8k1m0	Kinase (EC 2.7.-.-)		Homo sapiens (Human)		
H0YDM6	H0YDM6	h0ydm6	Protein kinase C and casein kinase substrate in neurons protein 3 (Fragment)	PACSIN3	Homo sapiens (Human)		PACSIN3
B4DF72	B4DF72	b4df72	"cDNA FLJ52579, highly similar to Creatine kinase, ubiquitous mitochondrial (EC 2.7.3.2)"		Homo sapiens (Human)		
K7EP38	K7EP38	k7ep38	Casein kinase I isoform gamma-2 (Fragment)	CSNK1G2	Homo sapiens (Human)		CSNK1G2
M0QYH2	M0QYH2	m0qyh2	Bifunctional polynucleotide phosphatase/kinase	PNKP	Homo sapiens (Human)		PNKP
E7ESI2	E7ESI2	e7esi2	Cyclin-dependent kinase 2	CDK2	Homo sapiens (Human)		CDK2
B0QYG8	B0QYG8	b0qyg8	Protein kinase C and casein kinase substrate in neurons protein 2 (Fragment)	PACSIN2	Homo sapiens (Human)		PACSIN2
M0QYA8	M0QYA8	m0qya8	Inactive serine/threonine-protein kinase VRK3	VRK3	Homo sapiens (Human)		VRK3
J3KSY8	J3KSY8	j3ksy8	RAC-beta serine/threonine-protein kinase (Fragment)	AKT2	Homo sapiens (Human)		AKT2
A0A075B7A1	A0A075B7A1	a0a075b7a1	Sphingosine kinase 2	SPHK2	Homo sapiens (Human)		SPHK2
F2YGG7	F2YGG7	f2ygg7	Receptor protein-tyrosine kinase (EC 2.7.10.1)		Homo sapiens (Human)		
B4DFJ9	B4DFJ9	b4dfj9	"cDNA FLJ56965, highly similar to Protein kinase C and casein kinase substratein neurons protein 1"		Homo sapiens (Human)		
B5MBY2	B5MBY2	b5mby2	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)	DGKB	Homo sapiens (Human)		DGKB
Q59GE2	Q59GE2	q59ge2	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107) (Fragment)		Homo sapiens (Human)		
X6R3L3	X6R3L3	x6r3l3	MOB kinase activator 3C	MOB3C	Homo sapiens (Human)		MOB3C
A0A1B0GVM0	A0A1B0GVM0	a0a1b0gvm0	Brain-enriched guanylate kinase-associated protein	BEGAIN	Homo sapiens (Human)		BEGAIN
A0A0A0MRE9	A0A0A0MRE9	a0a0a0mre9	A-kinase anchor protein 9	AKAP9	Homo sapiens (Human)		AKAP9
A0A1B0GTC0	A0A1B0GTC0	a0a1b0gtc0	"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2"	MAGI2	Homo sapiens (Human)		MAGI2
E9PEI4	E9PEI4	e9pei4	Focal adhesion kinase 1	PTK2	Homo sapiens (Human)		PTK2
H7C0S3	H7C0S3	h7c0s3	Cyclin-dependent kinase inhibitor 3 (EC 3.1.3.16) (EC 3.1.3.48)	CDKN3	Homo sapiens (Human)		CDKN3
L7N484	L7N484	l7n484	Uncharacterized serine/threonine-protein kinase SgK494	SGK494	Homo sapiens (Human)		SGK494
A0A024R328	A0A024R328	a0a024r328	Protein kinase C delta type (EC 2.7.11.13) (nPKC-delta)	PRKCD hCG_17550	Homo sapiens (Human)		PRKCD
B2R892	B2R892	b2r892	"cDNA, FLJ93793, highly similar to Homo sapiens creatine kinase, muscle (CKM), mRNA"		Homo sapiens (Human)		
A0A024R7J0	A0A024R7J0	a0a024r7j0	"Protein kinase, cAMP-dependent, catalytic, alpha, isoform CRA_c"	PRKACA hCG_27521	Homo sapiens (Human)		PRKACA
E9PHI8	E9PHI8	e9phi8	Serine/threonine-protein kinase Nek11	NEK11	Homo sapiens (Human)		NEK11
H3BR70	H3BR70	h3br70	Pyruvate kinase (EC 2.7.1.40)	PKM	Homo sapiens (Human)		PKM
F8VVB6	F8VVB6	f8vvb6	Protein kinase C-binding protein NELL2	NELL2	Homo sapiens (Human)		NELL2
H0YFG1	H0YFG1	h0yfg1	Epidermal growth factor receptor kinase substrate 8 (Fragment)	EPS8	Homo sapiens (Human)		EPS8
A8K9G9	A8K9G9	a8k9g9	"cDNA FLJ77260, highly similar to Homo sapiens phosphoinositide-3-kinase, catalytic, gamma polypeptide (PIK3CG), mRNA"		Homo sapiens (Human)		
E9PJN1	E9PJN1	e9pjn1	Ribosomal protein S6 kinase (EC 2.7.11.1)	RPS6KA4	Homo sapiens (Human)		RPS6KA4
Q59HC4	Q59HC4	q59hc4	"Phosphoinositide-3-kinase, catalytic, delta polypeptide variant (Fragment)"		Homo sapiens (Human)		
D6RA44	D6RA44	d6ra44	Cyclin-dependent kinase 18 (Fragment)	CDK18	Homo sapiens (Human)		CDK18
J3KRA9	J3KRA9	j3kra9	Serine/threonine-protein kinase SMG1 (Fragment)	SMG1	Homo sapiens (Human)		SMG1
E5RH71	E5RH71	e5rh71	Tyrosine-protein kinase Fyn (Fragment)	FYN	Homo sapiens (Human)		FYN
A0A0G2JR38	A0A0G2JR38	a0a0g2jr38	Pantothenate kinase 4	PANK4	Homo sapiens (Human)		PANK4
A0A0S2Z4W7	A0A0S2Z4W7	a0a0s2z4w7	Protein kinase C substrate 80K-H isoform 2 (Fragment)	PRKCSH	Homo sapiens (Human)		PRKCSH
A0A1B0GTR9	A0A1B0GTR9	a0a1b0gtr9	Tyrosine-protein kinase (EC 2.7.10.2) (Fragment)	JAK2	Homo sapiens (Human)		JAK2
A0A0S2Z4D8	A0A0S2Z4D8	a0a0s2z4d8	Protein kinase C substrate 80K-H isoform 1 (Fragment)	PRKCSH	Homo sapiens (Human)		PRKCSH
B4DDB3	B4DDB3	b4ddb3	"cDNA FLJ57024, highly similar to Phosphorylase b kinase regulatory subunit beta"		Homo sapiens (Human)		
D6REM4	D6REM4	d6rem4	Casein kinase I isoform alpha	CSNK1A1	Homo sapiens (Human)		CSNK1A1
M0R1B6	M0R1B6	m0r1b6	Dual-specificity mitogen-activated protein kinase kinase 2 (Fragment)	MAP2K2	Homo sapiens (Human)		MAP2K2
J3KNN3	J3KNN3	j3knn3	"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform"	PHKG2	Homo sapiens (Human)		PHKG2
E7EX83	E7EX83	e7ex83	Mitogen-activated protein kinase kinase kinase kinase 4	MAP4K4	Homo sapiens (Human)		MAP4K4
A7BG63	A7BG63	a7bg63	Maternal embryonic luecine zipper kinase v4	MELKV4	Homo sapiens (Human)		MELKV4
A0A024R6M9	A0A024R6M9	a0a024r6m9	"Cyclin-dependent kinase 2-interacting protein, isoform CRA_a"	CINP hCG_24751	Homo sapiens (Human)		CINP
B7Z3V5	B7Z3V5	b7z3v5	"cDNA FLJ60617, highly similar to Mitogen-activated protein kinase kinase kinase kinase 4 (EC 2.7.11.1)"		Homo sapiens (Human)		
L7RT34	L7RT34	l7rt34	"Phosphoinositide-3-kinase, regulatory subunit 5"	PIK3R5	Homo sapiens (Human)		PIK3R5
F8W8N3	F8W8N3	f8w8n3	S-phase kinase-associated protein 1 (Fragment)	SKP1	Homo sapiens (Human)		SKP1
D6RAC2	D6RAC2	d6rac2	Receptor of-activated protein C kinase 1	RACK1	Homo sapiens (Human)		RACK1
A0A1B0GTX4	A0A1B0GTX4	a0a1b0gtx4	Cyclin-dependent kinase-like 5 (Fragment)	CDKL5	Homo sapiens (Human)		CDKL5
H0Y8E4	H0Y8E4	h0y8e4	Kinase D-interacting substrate of 220 kDa (Fragment)	KIDINS220	Homo sapiens (Human)		KIDINS220
A0A096LNR9	A0A096LNR9	a0a096lnr9	Cyclin-dependent kinase-like 5 (Fragment)	CDKL5	Homo sapiens (Human)		CDKL5
E9PFD7	E9PFD7	e9pfd7	Receptor protein-tyrosine kinase (EC 2.7.10.1)	EGFR	Homo sapiens (Human)		EGFR
H3BT25	H3BT25	h3bt25	Pyruvate kinase PKM (Fragment)	PKM	Homo sapiens (Human)		PKM
D6REW5	D6REW5	d6rew5	G protein-coupled receptor kinase 4	GRK4	Homo sapiens (Human)		GRK4
D6RIC6	D6RIC6	d6ric6	Dual-specificity protein kinase TTK (Fragment)	TTK	Homo sapiens (Human)		TTK
J3QSD7	J3QSD7	j3qsd7	Cyclin-dependent kinase 12 (Fragment)	CDK12	Homo sapiens (Human)		CDK12
A0A096LP25	A0A096LP25	a0a096lp25	AP2-associated protein kinase 1 (Fragment)	AAK1	Homo sapiens (Human)		AAK1
B4DII1	B4DII1	b4dii1	"cDNA FLJ59025, moderately similar to PITSLRE serine/threonine-protein kinaseCDC2L1 (EC 2.7.11.22)"		Homo sapiens (Human)		
C9J830	C9J830	c9j830	cAMP-dependent protein kinase type II-alpha regulatory subunit (Fragment)	PRKAR2A	Homo sapiens (Human)		PRKAR2A
Q5W015	Q5W015	q5w015	"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3"	PFKFB3	Homo sapiens (Human)		PFKFB3
E7EMJ7	E7EMJ7	e7emj7	Tyrosine-protein kinase Fes/Fps (Fragment)	FES	Homo sapiens (Human)		FES
E9PIN0	E9PIN0	e9pin0	Serine-protein kinase ATM (Fragment)	ATM	Homo sapiens (Human)		ATM
Q8NFJ4	Q8NFJ4	q8nfj4	Testis-specific kinase-1 (Fragment)		Homo sapiens (Human)		
H7C4X9	H7C4X9	h7c4x9	Protein kinase C-binding protein 1 (Fragment)	ZMYND8	Homo sapiens (Human)		ZMYND8
B7Z951	B7Z951	b7z951	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)		Homo sapiens (Human)		
Q59GN8	Q59GN8	q59gn8	PTK2 protein tyrosine kinase 2 isoform b variant (Fragment)		Homo sapiens (Human)		
B3KPS5	B3KPS5	b3kps5	Protein-serine/threonine kinase (EC 2.7.11.-)		Homo sapiens (Human)		
A8K8V9	A8K8V9	a8k8v9	"cDNA FLJ78627, highly similar to Homo sapiens serine/threonine kinase 31, transcript variant 1, mRNA"		Homo sapiens (Human)		
J3QLN8	J3QLN8	j3qln8	Aurora kinase B (Fragment)	AURKB	Homo sapiens (Human)		AURKB
K7EM57	K7EM57	k7em57	Serine/threonine-protein kinase N1 (Fragment)	PKN1	Homo sapiens (Human)		PKN1
H3BRH4	H3BRH4	h3brh4	Eukaryotic elongation factor 2 kinase	EEF2K	Homo sapiens (Human)		EEF2K
D6RJ98	D6RJ98	d6rj98	Phosphoinositide 3-kinase regulatory subunit 4 (Fragment)	PIK3R4	Homo sapiens (Human)		PIK3R4
A0A0D9SEV4	A0A0D9SEV4	a0a0d9sev4	Tyrosine-protein kinase Fer	FER	Homo sapiens (Human)		FER
B7Z8F6	B7Z8F6	b7z8f6	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)		Homo sapiens (Human)		
J3KMW1	J3KMW1	j3kmw1	Cyclin-dependent kinase-like 1	CDKL1	Homo sapiens (Human)		CDKL1
B4DYW1	B4DYW1	b4dyw1	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)		Homo sapiens (Human)		
